1717,2923,2
1718,1686,1
1718,1687,2
1719,2924,1
1719,2925,2
1720,2926,1
1720,2927,2
1721,2929,No
1721,2928,Yes
1722,1597,<150.5
1722,1598,>250.5
1722,1587,151-160
1722,1588,161-170
1722,1589,171-180
1722,1590,181-190
1722,1591,191-200
1722,1592,201-210
1722,1593,211-220
1722,1594,221-230
1722,1595,231-240
1722,1596,241-250
1723,1607,<100.5
1723,1608,>180.5
1723,1599,101-110
1723,1600,111-120
1723,1601,121-130
1723,1602,131-140
1723,1603,141-150
1723,1604,151-160
1723,1605,161-170
1723,1606,171-180
1724,1690,0:2
1724,1691,1:2
1724,1688,2:0
1724,1689,2:1
1725,2931,No
1725,2930,Yes
1726,1609,Over
1726,1610,Under
1727,1521,Over
1727,1522,Under
1728,2201,Over
1728,2202,Under
1729,2045,Over
1729,2046,Under
1730,1494,Over
1730,1495,Under
1731,1698,Over
1731,1699,Under
1732,2682,Over
1732,2683,Under
1733,1611,Over
1733,1612,Under
1734,1523,Over
1734,1524,Under
1735,2203,Over
1735,2204,Under
1736,2047,Over
1736,2048,Under
1737,1496,Over
1737,1497,Under
1738,1700,Over
1738,1701,Under
1739,2684,Over
1739,2685,Under
1740,1613,1
1740,1615,2
1740,1614,X
1741,1616,1
1741,1618,2
1741,1617,X
1742,1619,1
1742,1621,2
1742,1620,X
1743,1622,1
1743,1624,2
1743,1623,X
1744,1625,1
1744,1626,2
1745,1627,1
1745,1628,2
1746,1629,1
1746,1630,2
1747,1631,1
1747,1632,2
1748,1633,Over
1748,1634,Under
1749,1635,Over
1749,1636,Under
1750,1637,Over
1750,1638,Under
1751,1639,Over
1751,1640,Under
1752,1641,1
1752,1642,2
1753,1643,1
1753,1644,2
1754,1645,1
1754,1646,2
1755,1647,1
1755,1648,2
1756,1650,Even
1756,1649,Odd
1757,1652,Even
1757,1651,Odd
1758,1654,Even
1758,1653,Odd
1759,1656,Even
1759,1655,Odd
1760,1657,1
1760,1658,2
1761,1659,Over
1761,1660,Under
1762,1662,Over
1762,1663,Under
1762,1661,X
1763,2205,Over
1763,2206,Under
1764,2207,1
1764,2208,2
1765,2238,AT > 14
1765,2236,AT 1-7
1765,2237,AT 8-14
1765,2233,HT > 14
1765,2235,HT 1-7
1765,2234,HT 8-14
1765,2232,X
1766,2245,AT > 12
1766,2243,AT 1-6
1766,2244,AT 7-12
1766,2240,HT > 12
1766,2242,HT 1-6
1766,2241,HT 7-12
1766,2239,X
1767,2691,Away / No
1767,2690,Away / Yes
1767,2689,Draw / No
1767,2688,Draw / Yes
1767,2687,Home / No
1767,2686,Home / Yes
1768,2692,1
1768,2693,2
1769,2707,0:10
1769,2702,0:7
1769,2704,0:8
1769,2706,0:9
1769,2701,1:6
1769,2703,1:7
1769,2705,1:8
1769,2700,10:0
1769,2711,2:5
1769,2712,2:6
1769,2708,3:4
1769,2717,3:5
1769,2709,4:3
1769,2710,4:4
1769,2713,5:2
1769,2716,5:3
1769,2694,6:1
1769,2714,6:2
1769,2695,7:0
1769,2696,7:1
1769,2697,8:0
1769,2698,8:1
1769,2699,9:0
1769,2715,other
1770,2718,<PLAYER ID>
