596,[frame!] frame - Any player with a break 100+
597,[frame!] frame - Player 1 with a break 100+
598,[frame!] frame - Player 2 with a break 100+
599,[frame!] frame - Highest break
600,[frame!] frame - Total points [total]
601,[frame!] frame - Asian Point handicap [handicap]
602,Match will go to a deciding frame
603,Odd/Even number of frames
604,Correct score after [frames] frames
605,Leader after [frames] frames
606,Race to [frames] frames
607,Any player to win next [frames] consecutive frames ([first]-[last])
608,"Number of runs scored, including overtime"
609,"Total for whole match, including overtime (3way)"
610,"Handicap, including overtime"
611,Highest scoring inning
612,Which team wins more innings?
613,Total [total] runs for innings [from]-[to]
614,Total hometeam [total] runs for innings [from]-[to]
615,Total awayteam [total] runs for innings [from]-[to]
616,Over/Under Baseball
617,Over/Under Home BASEBALL
618,Over/Under Away BASEBALL
619,Asian total after 5 innings
620,Asian total hometeam after 5 innings
621,Asian total awayteam after 5 innings
622,Total number of games of Player 1
623,Total number of games of Player 2
624,Race to [points] points in game [game] of set [set]
625,Who will win first [points] points of game [game] of set [set]
626,Try matchbet
627,Try Double Chance
628,Try Draw No Bet
629,Asian try handicap
630,Try handicap
631,Total tries
632,Total tries hometeam
633,Total tries awayteam
634,Odd/Even number of tries
635,1st Half - Try matchbet
636,1st Half - Try Double Chance
637,1st Half - Try Draw No Bet
638,1st Half - Asian try handicap
639,1st Half - Try handicap
640,1st Half - Total tries
641,1st Half - Total tries hometeam
642,1st Half - Total tries awayteam
643,1st Half - Odd/Even number of tries
644,1st Half - Which team wins race to X points
645,xth Scoring play
646,Race to [games] games of set [set]
647,Which team wins race to X
648,Odd/Even points in game [game] of set [set]
649,Double chance (1X - 12 - X2) (OT only!)
650,Draw No Bet (OT only!)
651,Home No Bet (OT only!)
652,Away No Bet (OT only!)
653,Who scores most goals in 15 minutes interval [from]-[to]
654,Total [total] in 15 minutes interval [from]-[to]
655,Who scores the [goal!] goal in 15 minutes interval [from]-[to]
656,"2nd Half - Odd/Even, including overtime"
657,"2nd Half - Draw no Bet, including overtime"
658,"2nd Half - Asian handicap, including overtime"
659,"2nd Half - Total, including overtime"
660,"2nd Half - 3way, including overtime"
661,Who scores most goals in 5 minutes interval [from]-[to]
662,Total [total] in 5 minutes interval [from]-[to]
663,Who scores the [goal!] goal in 5 minutes interval [from]-[to]
664,Who scores most goals in 10 minutes interval [from]-[to]
665,Total [total] in 10 minutes interval [from]-[to]
666,Who scores the [goal!] goal in 10 minutes interval [from]-[to]
667,Total Maps
668,Correct Map Score
669,"[mapNr!] Map - Which team will win, including overtime"
670,[mapNr!] Map - 3way
671,[mapNr!] Map - Total Rounds [total]
672,[mapNr!] Map - Asian Round Handicap [handicap]
673,[mapNr!] Map - Will there be overtime
674,[mapNr!] Map - First Blood
675,[mapNr!] Map [roundNr!] Round - Which team will win
676,Asian Map Handicap [handicap]
677,Map Handicap [handicap]
678,Who takes most Corners in 15 minutes interval [from]-[to]
679,Asian Corner handicap [handicap] in 15 minutes interval [from]-[to]
680,Who takes 1st Corner in 15 minutes interval [from]-[to]
681,Total [total] Corners in 15 minutes interval [from]-[to]
682,Odd/Even Corners in 15 minutes interval [from]-[to]
683,Total [total] Corners home team in 15 minutes interval [from]-[to]
684,Total [total] Corners away team in 15 minutes interval [from]-[to]
685,When will next goal be scored in 10 minutes interval
686,Who takes most Corners in 10 minutes interval [from]-[to]
687,Asian Corner handicap [handicap] in 10 minutes interval [from]-[to]
688,Who takes 1st Corner in 10 minutes interval [from]-[to]
689,Total [total] Corners in 10 minutes interval [from]-[to]
690,Odd/Even Corners in 10 minutes interval [from]-[to]
691,Total [total] Corners home team in 10 minutes interval [from]-[to]
692,Total [total] Corners away team in 10 minutes interval [from]-[to]
693,Who takes most Corners in 5 minutes interval [from]-[to]
694,Asian Corner handicap [handicap] in 5 minutes interval [from]-[to]
695,Who takes 1st Corner in 5 minutes interval [from]-[to]
696,Total [total] Corners in 5 minutes interval [from]-[to]
697,Odd/Even Corners in 5 minutes interval [from]-[to]
698,Total [total] Corners home team in 5 minutes interval [from]-[to]
699,Total [total] Corners away team in 5 minutes interval [from]-[to]
700,[mapNr!] Map - Which team will win
701,[mapNr!] Map - First Aegis
702,[mapNr!] Map - First Tower
703,[mapNr!] Map - First Barracks
704,Which team wins race to X corners
705,1st Half - Which team wins race to X corners
706,Who takes the [corner!] corner
707,1st Half - Who takes the [corner!] corner
708,Winner
709,"Handicap "
710,Total
711,2nd Half - Both teams to score
712,Who receives most bookings in 15 minutes interval [from]-[to]
713,Who receives most bookings in 10 minutes interval [from]-[to]
714,Who receives most bookings in 5 minutes interval [from]-[to]
715,Total [total] bookings in 15 minutes interval [from]-[to]
716,Total [total] bookings in 10 minutes interval [from]-[to]
717,Total [total] bookings in 5 minutes interval [from]-[to]
718,Sending off in 15 minutes interval [from]-[to]
719,Sending off in 10 minutes interval [from]-[to]
720,Sending off in 5 minutes interval [from]-[to]
721,Sending off home team in 15 minutes interval [from]-[to]
722,Sending off home team in 10 minutes interval [from]-[to]
723,Sending off home team in 5 minutes interval [from]-[to]
724,Sending off away team in 15 minutes interval [from]-[to]
725,Sending off away team in 10 minutes interval [from]-[to]
726,Sending off away team in 5 minutes interval [from]-[to]
727,[mapNr!] Map - Which team will score more kills
728,[mapNr!] Map - Asian Kills Handicap [handicap]
729,[mapNr!] Map - First Dragon
730,[mapNr!] Map - First Baron
731,[mapNr!] Map - First Inhibitor
732,2nd Half - Matchbet and both teams to score
733,2nd Half - Matchbet and Totals
734,Double chance (1X - 12 - X2) and Totals
735,Double chance (1X - 12 - X2) and both teams to score
736,1st Half - Both teams score
737,First Half - Matchbet and Totals [total]
738,[goal!] goal - Strike zone
739,Will the [penalty!] penalty be scored
740,1st Half - Exact number of goals (AAMS)
