1900,1st Half - Double Chance and Both Teams Score
1901,2nd Half - Double Chance and Both Teams Score
1902,Multiscores
1903,Multigoals
1904,1st Half - Multigoals
1905,2nd Half - Multigoals
1906,Multigoals Hometeam
1907,Multigoals Awayteam
1908,Double Chance (match) and 1st Half Both Teams Score
1909,Double Chance (match) and 2nd Half Both Teams Score
1910,3way AAMS
1911,Handicap BB
1912,Goal Spread Main Line
1914,Goal Spread Main Line
1916,Double Chance
1917,Draw no bet
1918,Asian Total
1919,1st Half - Asian Total
1920,European Handicap
1921,Matchbet + Totals
1922,1st Half Double Chance
1923,1st Half Draw no Bet
1924,Totals Away
1925,Totals Home
1926,1st Half - Totals Home Team
1927,1st Half - Totals Away Team
1928,1st Half - European Handicap
1929,Total Margins
1930,Half time Winning Margins Rugby Union
1931,Matchbet tries
1932,Handicap tries
1933,Asian Handicap tries
1934,Draw no bet tries
1935,Double Chance tries
1936,Total tries
1937,Total tries Home Team
1938,Total tries Away Team
1939,Odd/Even tries
1940,1st Half Matchbet tries
1941,1st Half Handicap tries
1942,1st Half Asian Handicap tries
1943,1st Half Draw no bet tries
1944,1st Half Double Chance tries
1945,1st Half Total tries
1946,1st Half Total tries Home Team
1947,1st Half Total tries Away Team
1948,1st Half Odd/Even tries
1949,First Scoring play
1950,Half time Total Margins
1951,Points Spread Main Line
1952,Asian Handicap
1953,Who wins first set
1954,Total number of sets (best of 3)
1955,Total
1956,Who wins second set
1957,Total number of sets (best of 5)
1958,Correct Set Score (best of 3)
1959,Correct Set Score (best of 5)
1960,1st Set Handicap
1961,1st Set Total
1962,1st Set Odd/even
1963,Who wins third set
1964,Who wins fourth set
1965,Who wins fifth set
1966,How many sets will exceed score limit (best of 3)
1967,How many sets will exceed score limit (best of 5)
1968,Asian Handicap
1969,Asian Total
1970,Who Wins the First Map
1971,3way
1972,Who Wins the Second Map
1973,Final result (in maps - best of 3)
1974,Final Result (in maps - best of 5)
1975,1st Map - Asian Handicap Rounds
1976,1st Map - Total Rounds
1977,Who Wins the Third Map
1978,1st Map - 3way
1979,First blood
1980,Knife round
1981,First Pistol round
1982,Final Result (in maps - best of 2)
1983,Second Pistol round
1984,1st Map - Will there be overtime?
1985,Asian Handicap
1986,Asian Total
1987,1st map winner
1988,3way
1989,2nd map winner
1990,Final Result (in maps - best of 3)
1991,Final Result (in maps - best of 5)
1992,3rd map winner
1993,1st Map – 1st Blood
1994,Final Result (in maps - best of 2)
1995,1st Map – 1st Tower
1996,1st Map – 1st Dragon
1997,1st Map – 1st Baron
1998,1st Map – 1st Inhibitor
1999,3 Way
2005,Which Team Will Win The Final
2006,Home Or Both Teams To Score
2007,Draw Or Both Teams To Score
2008,Away Or Both Teams To Score
2009,"Handicap "
2010,1st Quarter - Total Spread
2011,2nd Quarter - Total Spread
2012,3rd Quarter - Total Spread
2013,4th Quarter - Total Spread
2014,Total Set
2015,Total Touchdowns (incl. Overtime)
2016,Total Field Goals (incl OT)
2017,Anytime Goalscorer and Correct Score
2018,Anytime Goalscorer and 3 way
2019,1st Goalscorer and 3 way
2020,1st Half Result Or Match Result
2025,Custom Bet
